artist_name,title,release,tags
b'Talvin Singh',b'Traveller',b'True Chillout (3CD set)',"[['chillout', '100'], ['ambient', '87'], ['electronic', '57'], ['world', '54'], ['Asian Underground', '27'], ['electronica', '24'], ['downtempo', '21'], ['orchestral', '18'], ['british', '18'], ['ethnic', '18'], ['lounge', '18'], ['instrumental', '18'], ['chill', '15'], ['beautiful', '15'], ['alternative', '12'], ['big beat', '12'], ['Dreamy', '12'], ['groovesalad', '9'], ['symphonic', '9'], ['world fusion', '9'], ['relaxing', '9'], ['chilled', '9'], ['india', '9'], ['experimental', '9'], ['Fusion', '9'], ['cosmicgypsy nightflight', '6'], ['eastern', '6'], ['Asian', '6'], ['MM', '6'], ['star m', '6'], ['exotic', '6'], ['brilliant', '6'], ['5 Star', '6'], ['unxp', '6'], ['BB-Lounge', '6'], ['outstanding text', '6'], ['magic male voice', '6'], ['talkmusiktome', '6'], ['exotix', '6'], ['exp art', '6'], ['meabsolutfav', '6'], ['10p', '6'], ['nujaz', '6'], ['postcolonial', '6'], ['worldfusion', '6'], ['ney', '6'], ['talvin singh', '6'], ['somafm', '6'], ['carmen sandiego', '6'], ['melodica electronica', '6'], ['nice', '6'], ['Favorite', '6'], ['relax', '6'], ['flute', '6'], ['Drum and bass', '6'], ['violin', '6'], ['90s', '6'], ['melancholy', '6'], ['mylounge', '3'], ['River of Gods', '3'], ['viaja', '3'], ['a whisper in water', '3'], ['Asian ambient', '3'], ['gwynplane', '3'], ['ghpj', '3'], ['twinkles', '3'], ['likemyspleen', '3'], ['the silk room', '3'], ['Ouahhhhh', '3'], ['ion b chill station', '3'], ['Mamma G Electronica', '3'], ['Ion B radio', '3'], ['life is easy', '3'], ['college-y', '3'], ['rock and sand', '3'], ['epic', '3'], ['zeitlos', '3'], ['between the sheets', '3'], ['trip-hop', '3'], ['mind-melting', '3'], ['music to play at the beach on a warm summers night', '3'], ['Favourites', '3'], ['the most beautiful songs mrsblack ever heard', '3'], ['monkeysun', '3'], ['lastfm slightly chilled radio', '3'], ['chill out', '3'], ['arabian wood', '3'], ['favourite', '3'], ['night', '3'], ['dance', '3'], ['rt3', '3'], ['multicultichill', '3'], ['multi culti world', '3'], ['code4d fusion', '3'], ['xquizt', '3'], ['wellen-landschaft', '3'], ['elastisch', '3'], ['contemporary classical', '3'], ['ahah:', '3'], ['travel-friendly', '3']]"
b'Solomon',b'25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Aria',b'Solomon Vol. 2',[]
b'Curtis',b'Superstar Dog',b'Superstar Dog',"[['electronica', '100'], ['big beat', '100'], ['House', '50'], ['electronic', '50'], ['heard on Pandora', '2']]"
b'Toby Emerson',b'Rapture (Toby Emerson Dub) (Toby Emerson Dub)',b'Shock To The System',[]
b'Deep Forest',b'Madazulu',b'Made In Japan',"[['World Music', '100'], ['new age', '85'], ['ethnic', '78'], ['ambient', '71'], ['electronic', '71'], ['world', '50'], ['chillout', '35'], ['tribal', '28'], ['world fusion', '21'], ['Deep Forest-Madazalu', '21'], ['loved', '14'], ['ethnic fusion', '14'], ['Deep Forest', '14'], ['trance', '14'], ['dance', '14'], ['drjazzmrfunkmusic', '7'], ['madazulu', '7'], ['dizzy', '7'], ['rulez', '7'], ['fern set001', '7'], ['set dla doroty', '7'], ['reminds me of high school', '7'], ['ritual moods', '7'], ['recommended by moomin', '7'], ['Rilassante', '7'], ['celtica', '7'], ['set dla rafaua', '7'], ['kitty5', '7'], ['into the groove', '7'], ['c3r3m0n13s', '7'], ['chica', '7'], ['shiva', '7'], ['Makes you want to move', '7'], ['teuncy', '7'], ['classic rock', '7'], ['Canadian', '7'], ['folk', '7'], ['blues', '7'], ['reggae', '7'], ['favorites', '7'], ['happy', '7'], ['Favourites', '7'], ['Favorite', '7'], ['90s', '7'], ['jap', '7'], ['Pagan', '7'], ['fr', '7'], ['addicting', '7'], ['daydreaming', '7'], ['other', '7'], ['ethereal', '7'], ['heard on Pandora', '0'], ['1999 live', '0'], ['mexico', '0'], ['My collection', '0'], ['electronica', '0'], ['techno', '0'], ['1997', '0'], ['1993', '0'], ['groge', '0'], ['jazz nostalgia', '0'], ['Mal-wa', '0'], ['weirdass authentic mmmm', '0'], ['Mi Musica', '0']]"
b'Tampa Red',b'If I Had Known',b'Tampa Red Vol. 10 1938-1939',[]
b'Every Time I Die',b'Depressionista',b'The Big Dirty',"[['77davez-all-tracks', '100'], ['metalcore', '71'], ['hardcore', '57'], ['screamo', '57'], ['mathcore', '28'], ['metal', '14'], ['Southern Rock', '14'], ['punk', '14'], ['emo', '14'], ['00s', '14'], ['baby stompin music', '14'], ['10-7', '14']]"
b'Lifer',b'Boring',b'Lifer',"[['rock', '100'], ['hard rock', '80'], ['Nu-metal', '60'], ['Nu Metal', '60'], ['alternative', '40'], ['alternative rock', '40'], ['rapcore', '40'], ['00s', '40'], ['boring', '20'], ['lifer', '20'], ['3-star', '20']]"
b'Bad Brains',b'Riot Squad (1991 Digital Remaster)',b'Rock For Light',"[['hardcore', '100']]"
b'The Dee Jays',b'In The Midnight Hour',b'The Dee Jays / Baby Talk - Best of',[]
b'Diamond D',b'Intro',b'Diamond',"[['east coast rap', '100'], ['hip hop', '25'], ['spoken word', '25'], ['Hip-Hop', '25'], ['beats', '25'], ['Dope', '25'], ['stream', '25'], ['NY SHiT', '25'], ['chill906', '25'], ['my flow to blow', '25']]"
b'Corona',b'I Gotta Keep Dancing',b'The Rhythm Of The Night',[]
b'The White Stripes',b'I\x19m Slowly Turning Into You',b'Icky Thump',[]
b'Ndala Kasheba',b'Marashi Ya Pemba',b'African Grooves Vol.26',"[['AK', '100']]"
b'New Roanoke Jug Band',b'Cold Icy Floor',"b""A Pretty Gal's Love""",[]
b'Joe McBride',b'This Is How A Heart Breaks',"b""Lookin' For A Change""","[['Smooth Jazz', '100'], ['joe Mcbride', '66']]"
b'Greater Vision',"b""Heaven's Hero (Featuring Champion Of Love)""",b'My Favorite Place',[]
b'Headliners',b'Sag Ihnen Bescheid',b'Sag Ihnen Bescheid',"[['Deutschrap', '100'], ['hip hop', '40'], ['german', '40'], ['Hip-Hop', '30'], ['rap', '20'], ['german rap', '20'], ['Headliners', '20'], ['hamburg', '10'], ['bounce', '10'], ['Deutscher Hip Hop', '10'], ['deluxe', '10'], ['Penis', '10'], ['german Gs', '10'], ['my ssx', '10'], ['sag ihnen bescheid', '10'], ['geiler Partytrack', '10']]"
b'Lady Saw',b'Bare As You Dare',b'Lover Girl',"[['dancehall', '100'], ['1994', '100'], ['female dancehall', '100']]"
b'The Stranglers',b'It Only Takes Two To Tango',b'La Folie',"[['punk', '100'], ['new wave', '100'], ['post-punk', '100'], ['Classic Punk', '100'], [""80's"", '100'], ['su', '100'], ['oreradio', '100']]"
b'Hot Club Of Detroit',b'Night Time',b'Smooth Jazz Journey - Third Edition',[]
b'Funeral For A Friend',b'Crash And Burn [Home Demo]',"b""Tales Don't Tell Themselves""","[['rock', '100'], ['cool', '100'], ['emo', '100'], ['should check out', '100']]"
b'Lyrics Born',b'Bad Dreams',b'Later That Day...',"[['Hip-Hop', '100'], ['hip hop', '72'], ['lyrics born', '36'], ['funk', '36'], ['Quannum', '36'], ['rap', '27'], ['fav0urit3', '18'], ['laid back hip-hop', '18'], ['underground hip-hop', '18'], ['live', '18'], ['soul', '18'], ['homez', '9'], ['chyea', '9'], ['mjcrbt hip-hop', '9'], ['Mile High Music Festival 2009', '9'], ['Lara', '9'], ['running mix', '9'], ['summertime rap', '9'], ['bad dreams - lyrics born', '9'], ['b-boy stance', '9'], ['bay area underground', '9'], ['Fucking Sick Beats', '9'], ['crescent fresh tunes mix', '9'], ['my hot list', '9'], ['christophers radio', '9'], ['BeBopDeLula Chills Out', '9'], ['i listen to this late at night in my underwear', '9'], ['first time favorite', '9'], ['rated 100', '9'], ['ill track', '9'], ['hardrock mood', '9'], ['Fav Hip-Hop Songs', '9'], ['rock', '9'], ['indie', '9'], ['west coast', '9'], ['upbeat', '9'], ['beats', '9'], ['melodic', '9'], ['California', '9'], ['good songs', '9'], ['fav', '9'], ['underground hip hop', '9'], ['songs i love', '9'], ['goodshit', '9'], ['hip hop head', '9'], ['desert island tracks', '9'], ['the good mood', '9'], ['Radio Phantom Zone', '9'], ['my life soundtrack', '9'], ['seen live', '0'], ['funky shit', '0'], ['hippity hop', '0'], ['Music to sleep to', '0'], ['ooh fucking love it', '0'], ['Cassadaga', '0'], ['stream', '0']]"
b'Rancid',b'Black Lung (Album Version)',"b""Life Won't Wait""",[]
b'George Michael',b'Praying For Time',b'Ladies And Gentlemen... The Best Of George Michael',"[['pop', '100'], ['90s', '64'], ['George Michael', '41'], ['male vocalists', '25'], ['soul', '25'], ['british', '13'], ['rock', '11'], ['usa hot 100 number one hit', '9'], ['singer-songwriter', '9'], ['chill', '7'], ['absolute favourite', '5'], ['favourite', '5'], ['80s', '5'], ['canadian rpm magazine number one hit', '5'], ['us number one', '3'], ['spiritual', '3'], ['Favourites', '3'], ['slowpop', '3'], ['beautiful', '3'], ['player', '3'], ['soft rock', '3'], ['Love', '3'], ['brilliant lyrics', '3'], ['the word time', '1'], ['irritierend', '1'], ['high school reunion', '1'], ['zaduma', '1'], ['demonoid', '1'], ['I love', '1'], ['UK Invasion', '1'], ['bobbys shit', '1'], ['present participle', '1'], ['number one hits', '1'], ['slowies', '1'], ['so true', '1'], ['Great Lyricists', '1'], ['couchphone', '1'], ['klasse', '1'], ['amour', '1'], ['66', '1'], ['winter music', '1'], ['eu', '1'], ['stimme', '1'], ['All time favorite songs', '1'], ['favorite lyrics', '1'], ['-frontalangriff-', '1'], ['best text', '1'], ['64 bpm', '1'], ['-melancholic-', '1'], ['-favorites-', '1'], ['t5rpop', '1'], ['recession songs', '1'], ['c pop s', '1'], ['add to Flora playlist', '1'], ['George Michael Best', '1'], ['Brems Tagg radio', '1'], ['supper with friends', '1'], ['praying for time', '1'], ['crispita', '1'], ['returning visitor reward', '1'], ['prayijng for time', '1'], ['to the siren', '1'], ['slow gravity', '1'], ['rich classic pop', '1'], ['Mis temas', '1'], ['gb1 ballads', '1'], ['fav fox', '1'], ['soul medicine', '1'], ['favor-inter', '1'], ['schmuserock', '1'], ['smoerf', '1'], ['the word pray', '1'], ['himna', '1'], ['the word for', '1'], ['memories', '1'], ['contemplative', '1'], ['Muse', '1'], ['the best', '1'], ['Dream', '1'], ['top artists', '1'], ['elegant', '1'], ['urban', '1'], ['peaceful', '1'], ['brilliant', '1'], ['melody', '1'], ['Pop-Rock', '1'], ['melodic', '1'], ['oldies', '1'], ['Favorite', '1'], ['pop rock', '1'], ['male', '1'], ['favorites', '1'], ['chilled', '1'], ['UK', '1'], ['rnb', '1'], ['britpop', '1'], ['dance', '1'], ['classic', '1'], ['funk', '1'], ['lounge', '1']]"
b'Tulipunaruusut',b'Ilta Oulunjoella',b'20 Suosikkia / Karjalan Marjaana',"[['finnish', '100'], ['humppa', '100'], ['6070', '100']]"
b'The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan',b'Telephone Song',b'The Essential Stevie Ray Vaughan And Double Trouble',"[['classic rock', '100']]"
b'Babe Ruth',b'Dancer (2007 Digital Remaster)',b'Babe Ruth',[]
b'Ronnie Milsap',"b""Don't You Know How Much I Love You""",b'Live',"[['classic country', '100'], ['Love', '75'], ['Ronnie Milsap', '75'], ['drinking music', '25'], ['good times music', '25'], ['mack music', '25']]"
b'David Hudson',b'Monkey & Turtle',b'Wangetti',[]
b'Joe Satriani',b'Echo',b'Time Machine',"[['instrumental rock', '100'], ['guitar virtuoso', '89'], ['rock', '67'], ['instrumental', '50'], ['Joe Satriani', '32'], ['guitar', '14'], ['hard rock', '10'], ['Awesome Guitar Jams', '10'], ['good beat', '7'], ['Progressive rock', '7'], ['Progressive metal', '7'], ['guitar god', '7'], ['G3', '7'], ['Guitar Hero', '7'], ['hepi', '3'], ['odd time signature', '3'], ['godly', '3'], ['rock top', '3'], ['patrick rondat', '3'], ['iannai29 list', '3'], ['guitar monster', '3'], ['lahit', '3'], ['grandes de la guitarra', '3'], ['My guitar music', '3'], ['malloy2000 playlist - top songs - classical to metal', '3'], ['acordes geniales', '3'], ['metal', '3'], ['alternative rock', '3'], ['american', '3'], ['Fusion', '3'], ['FUCKING AWESOME', '3'], ['Virtuoso', '3'], ['poprock', '3'], ['guitar rock', '3'], ['solo guitar', '3'], ['all time favorites', '3'], ['joe', '3'], ['satriani', '3'], ['soft stuff', '3'], ['MJ - my bluez time', '0'], ['ivan', '0'], ['echo', '0'], ['rustycanuckmixedblues', '0'], ['jtm solo guitar', '0'], ['jtm-solo guitar', '0']]"
b'Goldfinger',"b""I'm Down""",b'Stomping Ground',"[['punk', '100'], ['ska punk', '88'], ['punk rock', '77'], ['third wave ska', '22'], ['Tap Ur Toe Musik', '11'], ['mood angry depression', '11'], ['Q-mix', '11'], ['thrill', '11'], ['Goldfinger', '11'], ['all time favorites', '11'], ['SoCal', '11'], ['Punk Favorites', '11'], ['punkrock', '11'], ['00s', '11'], ['backup vox', '11'], ['fast', '11'], ['ska', '11'], ['Love', '11'], ['your tag', '11'], ['seen live', '0'], ['rock', '0'], ['favoriten', '0'], ['Stomping Ground', '0']]"
b'Charlie Haden & Chris Anderson',b'Alone Together',b'None But The Lonely Heart',[]
b'Rokia Traor\xc3\xa9',b'Ch\xc3\xa2teau de sable',b'Wanita',"[['female vocalist', '100'], ['mali', '100'], ['World Music', '100'], ['african', '100'], ['cultural', '100']]"
b'Fruko Y Sus Tesos',b'El Ausente/ El Preso/ El Caminante/ Tania',b'Descarga Espectacular',"[['latin', '100'], ['salsa', '100']]"
b'Emperor',b'With Strength I Burn',b'Live At Wacken Open Air 2006 - A Night Of Emperial Wrath',"[['black metal', '100'], ['Symphonic Black Metal', '43'], ['Norwegian Black Metal', '29'], ['metal', '23'], ['melodic black metal', '14'], ['True Norwegian Black Metal', '12'], ['true black metal', '11'], ['norwegian', '11'], ['symphonic metal', '11'], ['melodic metal', '10'], ['Emperor', '9'], ['i had to change my pants after this song', '8'], ['atmospheric black metal', '8'], ['Technical Death Metal', '7'], ['Masterpiece', '7'], ['Norway', '7'], ['Extreme Metal', '7'], ['Melodic Death Metal', '5'], ['Favourite Songs', '5'], ['Atmospheric metal', '5'], ['heavy metal', '5'], ['epic songs', '5'], ['atmospheric', '5'], ['brilliant', '5'], ['awesome songs', '5'], ['punk', '4'], ['vampires', '4'], ['DM', '4'], ['Seminal', '4'], ['nsbm', '4'], ['chillout', '4'], ['music that gets me my dick hard', '4'], ['ROOLZ', '4'], ['emporor', '4'], ['I would rather beat myself to death with a hammer than listen to this', '4'], ['Eksprimentell-teknisk-avantgarde-saer-dop-steikbra-metal-musikk', '4'], ['Melodic Norse Black Metal', '4'], ['dobra rzeznia', '4'], ['garten metal', '4'], ['false lyrics', '4'], ['myk black metal', '4'], ['agregar', '4'], ['technical', '4'], ['symphonic', '4'], ['Depeche Mode', '4'], ['poetry', '4'], ['norwegian metal', '4'], ['Psychedelia', '4'], ['Black', '4'], ['favorites', '4'], ['beautiful', '4'], ['satanic', '4'], ['anti-christian', '4'], ['Amazing song', '4'], ['progressive black metal', '4'], ['Symphonic Extreme Metal', '4'], ['apolyto mplakmetal kommati', '3'], ['107miri', '2'], ['Brutal Death Metal', '2'], ['Emperor With Strength i burn', '2'], ['second wave black metal', '1'], ['choice of Nyest', '1'], ['fave songs', '1'], ['HAIL Emperor', '1'], ['Awesome', '1'], ['ausgezeichnet', '1'], ['sophisticated black metal art', '1'], ['Extreme Black metal', '1'], ['symphonic black', '1'], ['classic', '1'], ['All time favourites', '1'], ['viking metal', '1'], ['seen live', '0'], ['deathcore', '0']]"
"b""Guns N' Roses""",b'Locomotive (Complicity)',b'Use Your Illusion II',"[['rock', '100'], ['Grunge', '50'], ['top tune', '50'], ['sound storm', '50']]"
b'Brand X',b'Zero Db (drum solo by Frank Katz)',b'X Communication : Trilogy II',"[['Fusion', '100'], ['Rock Electronico', '100']]"
b'Speaker',b'Joking',b'Trace My Track',[]
b'Christos Kedras',b'Water Blazz (Chill House mix)',b'Poolside : Mykonos',[]
b'Gold City',b'What Child Is This?',b'Home For The Holidays',[]
b'Michael Gettel',b'Safe Passage',b'San Juan Suite/San Juan Suite II: Narada Classics',[]
b'The Stooges',b'Not Right (Remastered LP Version)',b'The Stooges [Deluxe Edition]',[]
b'Restless Heart',"b""That Rock Won't Roll""",b'Greatest Hits',"[['country', '100'], ['my favorite', '30'], ['classic country', '30'], ['beautiful', '20'], ['great song', '20'], ['My Favs', '10'], ['90s country', '10'], ['well produced', '10'], ['80s country', '10'], ['harmonic country', '10'], ['new traditionalist country', '10'], ['fuchsschaf', '10'], ['country group', '10'], ['t', '0']]"
b'David Evans',b'Prison Bound Blues',b'Match Box Blues',"[['musicologist', '100']]"
b'Will Pan',b'Shuo Ni Ai Wo',b'Play Cool',[]
b'Uriah Heep',b'Wake The Sleeper',b'Wake The Sleeper',"[['classic rock', '100'], ['rock', '80'], ['hard rock', '80'], ['heavy metal', '60'], ['Awesome', '20'], ['my music', '20'], ['music', '20'], ['everything', '20'], ['special', '20'], ['Alltime Favourites', '20']]"
b'Paso Doble',b'Fantasie (Extended Version)',b'Fantasie [Deluxe Edition]',"[['80s', '100']]"
b'Stress Assassin',b'EU A4',b'Carrier Track',[]
b'Margaret Becker',b'Start The Fire',b'The Reckoning',[]
b'Abracadabra',b'Te estoy saboreando',b'En las cosas del amor...',[]
b'Orchids',b'You Said You Loved Me',b'Chicago R&B [Parrot R&B]',"[['doo wop', '100']]"
b'Juan Carlos Baglietto',b'Salzanitos',b'Modelo Para Armar',[]
b'Sugarbomb',b'Gone',b'Bully',[]
b'Bounty Killer',b'Ask Fi War',b'Strictly The Best Vol. 15',[]
b'Mago de Oz',b'Desde mi cielo',b'Gaia II',"[['heavy metal', '100'], ['metal', '83'], ['spanish', '83'], ['MAGO DE OZ', '66'], ['folk metal', '66'], ['español', '50'], ['de chupe', '33'], ['nema', '33'], ['Depresivo', '33'], ['makes me cry', '33'], ['Ballad', '33'], ['latino', '33'], ['Estopa', '16'], ['Spanish vocals', '16'], ['most loved', '16'], ['lo mejor', '16'], ['Mago', '16'], ['romantyczne', '16'], ['Andy y Lucas', '16'], ['spanish folk - heavy metal', '16'], ['mgo de oz', '16'], ['very favorite', '16'], ['despertando', '16'], ['las canciones mas maravillosas del mundo', '16'], ['easy listening', '16'], ['Love', '16'], ['sad', '16'], ['blues rock', '16'], ['Favorite', '16'], ['spain', '16'], ['folk rock', '16'], ['Masterpiece', '16'], ['Baladas', '16'], ['Power ballad', '16'], ['loved', '16'], ['Espana', '16'], ['Romantica', '16'], ['espagnol', '16'], ['rock', '0'], ['variado', '0'], ['desde mi cielo', '0'], ['poesia', '0'], ['symphonic metal', '0'], ['Power metal', '0']]"
b'Quinteto Violado',b'Olha Pro Ceu',b'Vis\xc3\xa3o Futur\xc3\xadstica Do Passado',[]
b'Dead To Me',"b""Don't Lie""",b'Cuban Ballerina',"[['punk rock', '100'], ['punk', '33'], ['hardcore', '33'], ['California', '16'], ['investigate', '16'], ['131', '16'], ['featured on complete control radio', '16'], ['T1stL', '16'], ['pop punk', '0'], ['Dead to me', '0']]"
b'Paloalto',b'Seed',b'Heroes And Villains',"[['emo', '100'], ['Discoverockult', '25'], ['Ours genre', '25']]"
b'Kool Savas',b'Warum rappst du?',b'Die besten Tage sind gez\xc3\xa4hlt',"[['german hiphop', '100']]"
b'Darryl Worley',"b""Katie's Song""",b'We Are Enterprise: The Album to Benefit The Rebuilding of Enterprise High School',[]
b'Mykill Miers',b'Get Money',b'The Trials Of Job',[]
b'Joe McBride',b'One Eyed Jack',"b""Texas Hold'em""",[]
b'Margaret Becker',b'Stay Close To Me',"b""Immigrant's Daughter""","[['christian', '100'], ['Tracks:Christian', '100']]"
b'Jarvis Church',b'So Beautiful',b'The Long Way Home',[]
b'Damita Jo',b'Face To Face',b'The Fabulous Mae West And Other Wonderful Girls',"[['female vocals', '100'], ['tylko dziewczyny', '100']]"
b'Orbital',b'Are We Here ?',b'Snivilisation',"[['favourite', '100'], ['electro', '100'], ['Orbital', '100'], ['bigbit', '100'], ['In my CD collection', '100'], ['semichill', '100'], ['idm', '50'], ['best', '50'], ['tracks', '50'], ['electronic', '0'], ['Amb', '0']]"
b'Minist\xc3\xa8re des Affaires Populaires',b'Bagdad by night',"b""Debout l\xc3\xa0 d'dans""",[]
b'Bongzilla',b'Cutdown',b'Amerijuanican',"[['Stoner Rock', '100'], ['stoner doom sludge', '83'], ['Sludge', '83'], ['doom metal', '50'], ['Slow and Heavy Groove', '33'], ['marijuana metal', '33'], ['stoner', '33'], ['metal', '33'], ['jamming', '16'], ['stoner metal', '16'], ['trippy', '16'], ['sludge metal', '16'], ['stoner doom', '16'], ['4', '16'], ['groovy', '16'], ['no future hippies', '16'], ['rock', '16']]"
b'2 Minutos',b'Rompan Todo',b'Un Mundo De Sensaciones',[]
b'Orbital',b'Chime (edit)',b'Halcyon - The Platinum Collection',"[['electronica', '100'], ['my beats', '100'], ['My Chillin', '100']]"
b'April Wine',b'Say Hello',b'Harder Faster',"[['rock', '100'], ['april wine', '64'], ['classic rock', '50'], ['Canadian', '50'], ['old rock', '35'], ['hard rock', '21'], ['canadian faves', '14'], ['gertski pick', '7'], ['Canadian Classic Rock', '7'], ['malloy2000 playlist - top songs - classical to metal', '7'], ['tz', '7'], ['song noir', '7'], ['rock top', '7'], ['Classic  Rock', '7'], ['IronMan Picks', '7'], ['Rock Faves', '7'], ['quebecois', '7'], ['1981', '7'], ['american rock', '7'], ['rock n roll', '7'], ['relaxing', '7'], ['Driving', '7'], ['80s', '7'], ['the word say', '0'], ['the word hello', '0']]"
b'Dolly Parton',"b""I'm Not Worth the Tears""",b'The Dolly Parton Classics',[]
b'Estrellas Cubanas',b'Fin De Semana',b'La Habana Tiene...',[]
b'The Bucketheads',b'Little Louie Bonus',b'All In The Mind',[]
b'Al Denson',b'Love Is Taking Hold',b'Al Denson',[]
b'Whitesnake',"b""Love Ain't No Stranger (2003 Digital Remaster)""",b'Best Of Whitesnake',"[['heavy metal', '100'], ['dfg', '100'], ['trinity', '100'], ['temazos', '100'], ['cabelorock', '100']]"
b'The Chap',b'We Are Not Impartial',b'Lo Compilation Mix By Susumu Yokota',[]
b'M\xc3\xa1ire Brennan',b'Atlantic Shore',b'Maire',"[['celtic', '100'], ['folk', '33'], ['new age', '33'], ['Irish Folk', '26'], ['Maire Brennan', '26'], ['pedro01', '13'], ['irish', '13'], ['celtic woman', '13'], ['enya', '13'], ['Clannad', '13'], ['christian', '13'], ['water', '6'], ['Girl', '6'], ['vocalists', '6'], ['Moya Brennan', '6'], ['brennan', '6'], ['sea music', '6'], ['The Brennans', '6'], ['fast folk', '6'], ['pillage', '6'], ['mbrennan', '6'], ['chillout', '6'], ['ambient', '6'], ['favourite', '6'], ['female vocalist', '6'], ['beautiful', '6'], ['female', '6'], ['world', '6'], ['female vocalists', '6'], ['ocean', '6'], ['Female Voices', '6'], ['vocalist', '6'], ['Faves', '6'], ['female voice', '6'], ['ERA', '6'], ['doSluchania', '0'], ['Ricky', '0'], ['female vocal', '0']]"
